maintenance_id,equipment_id,maintenance_date,maintenance_type,issue_category,severity,downtime_hours,maintenance_cost_inr,engine_hours_at_maintenance
M_001819,EQ_00621,2024-08-25,Preventive,Electrical,Low,5.6,7272.53,10179
M_001820,EQ_00622,2024-04-12,Preventive,Tires/Tracks,Low,4.4,12972.34,11544
M_001821,EQ_00622,2024-01-21,Preventive,Electrical,Low,6.4,22249.46,10038
M_001822,EQ_00623,2026-08-11,Corrective,Tires/Tracks,Medium,1.4,5097.73,17269
M_001823,EQ_00623,2024-12-17,Preventive,Engine,Low,4.5,10474.16,16731
M_001824,EQ_00624,2026-05-23,Preventive,Electrical,Medium,4.6,17387.09,19379
M_001825,EQ_00624,2024-03-15,Preventive,Engine,Low,8.8,38831.32,19674
M_001826,EQ_00625,2025-02-01,Preventive,Tires/Tracks,Medium,21.9,41273.86,11970
M_001827,EQ_00625,2025-11-23,Corrective,Electrical,Medium,0.2,715.68,12316
M_001828,EQ_00626,2024-12-27,Preventive,Hydraulic,Medium,9.5,19778.83,13760
M_001829,EQ_00626,2025-05-10,Preventive,Electrical,Low,4.0,5997.09,13344
M_001830,EQ_00627,2025-11-08,Corrective,Engine,High,8.1,20354.64,16636
M_001831,EQ_00627,2024-09-28,Preventive,Hydraulic,Low,11.6,23601.2,16090
M_001832,EQ_00627,2026-01-06,Preventive,Electrical,Medium,31.4,130092.92,17152
M_001833,EQ_00627,2024-09-08,Corrective,Scheduled Service,Low,4.9,16854.92,16445
M_001834,EQ_00628,2025-02-19,Corrective,Electrical,Low,3.8,12138.62,16219
M_001835,EQ_00628,2025-07-20,Preventive,Electrical,Medium,9.0,40194.98,15219
M_001836,EQ_00628,2026-05-23,Preventive,Scheduled Service,Medium,19.5,79567.35,15824
M_001837,EQ_00628,2024-02-14,Preventive,Tires/Tracks,Medium,14.8,43355.43,14589
M_001838,EQ_00629,2026-07-11,Preventive,Tires/Tracks,Low,21.6,43064.92,4156
M_001839,EQ_00629,2026-06-12,Corrective,Hydraulic,Medium,11.2,31510.08,3671
M_001840,EQ_00630,2025-05-20,Corrective,Tires/Tracks,High,17.8,70104.58,22163
M_001841,EQ_00630,2026-06-24,Preventive,Electrical,Medium,14.8,30147.46,21119
M_001842,EQ_00630,2024-09-13,Preventive,Scheduled Service,High,5.0,15767.73,21171
M_001843,EQ_00631,2025-10-10,Corrective,Engine,Medium,20.9,63111.26,4516
M_001844,EQ_00631,2025-07-11,Preventive,Hydraulic,High,26.8,51528.02,4972
M_001845,EQ_00632,2025-02-11,Corrective,Electrical,Low,10.8,44032.39,9444
M_001846,EQ_00632,2024-06-24,Corrective,Scheduled Service,Medium,14.8,57037.65,9379
M_001847,EQ_00632,2026-06-09,Preventive,Engine,Low,13.3,47559.74,8491
M_001848,EQ_00632,2025-10-27,Preventive,Hydraulic,Low,6.1,17306.51,9300
M_001849,EQ_00633,2024-05-10,Preventive,Hydraulic,Medium,11.5,43006.6,13587
M_001850,EQ_00634,2024-06-02,Preventive,Scheduled Service,Medium,17.2,49450.28,8790
M_001851,EQ_00634,2025-01-12,Preventive,Electrical,Medium,0.9,2553.3,8389
M_001852,EQ_00635,2026-04-01,Corrective,Tires/Tracks,Low,13.1,27467.87,6460
M_001853,EQ_00635,2026-01-12,Preventive,Hydraulic,Medium,5.0,20607.8,6178
M_001854,EQ_00636,2026-02-13,Corrective,Tires/Tracks,Medium,8.3,23284.07,20311
M_001855,EQ_00636,2026-08-01,Preventive,Hydraulic,Medium,24.6,110333.12,19675
M_001856,EQ_00636,2024-03-11,Preventive,Hydraulic,Low,12.5,18306.34,20509
M_001857,EQ_00637,2026-07-24,Corrective,Scheduled Service,Medium,7.3,27311.17,2330
M_001858,EQ_00637,2024-12-12,Preventive,Electrical,High,33.2,65551.94,1101
M_001859,EQ_00637,2024-04-24,Preventive,Scheduled Service,Medium,7.4,25130.22,1261
M_001860,EQ_00638,2025-10-30,Preventive,Tires/Tracks,Low,13.6,30110.75,5621
M_001861,EQ_00638,2025-12-27,Preventive,Tires/Tracks,Low,1.9,7241.8,5432
M_001862,EQ_00638,2025-04-07,Preventive,Hydraulic,Low,15.6,55357.4,5087
M_001863,EQ_00638,2025-06-30,Preventive,Scheduled Service,Low,15.1,44801.25,4908
M_001864,EQ_00638,2026-02-28,Preventive,Electrical,Low,17.6,51388.16,6350
M_001865,EQ_00639,2024-10-01,Preventive,Tires/Tracks,Low,11.7,29918.04,21774
M_001866,EQ_00639,2025-12-27,Corrective,Hydraulic,Low,4.8,11183.67,22380
M_001867,EQ_00640,2024-07-28,Preventive,Electrical,Medium,4.9,15601.23,15534
M_001868,EQ_00640,2025-03-29,Preventive,Scheduled Service,Medium,9.8,16907.35,15573
M_001869,EQ_00640,2025-10-30,Preventive,Scheduled Service,Low,17.4,73310.04,16100
M_001870,EQ_00640,2024-05-22,Preventive,Engine,Medium,50.3,94638.93,16499
M_001871,EQ_00641,2025-12-26,Preventive,Tires/Tracks,Low,12.0,24669.55,2158
M_001872,EQ_00641,2024-12-09,Corrective,Electrical,Medium,26.9,43967.46,1561
M_001873,EQ_00641,2026-06-24,Preventive,Hydraulic,Low,6.8,29033.75,2676
M_001874,EQ_00641,2025-08-10,Corrective,Engine,Low,13.1,16407.16,2592
M_001875,EQ_00642,2025-11-22,Preventive,Tires/Tracks,Medium,2.4,4105.85,16699
M_001876,EQ_00643,2024-08-14,Preventive,Scheduled Service,Low,5.7,6974.92,20753
M_001877,EQ_00643,2025-02-20,Preventive,Hydraulic,Low,23.9,45014.09,21591
M_001878,EQ_00644,2024-05-06,Preventive,Hydraulic,Medium,24.5,41328.34,2179
M_001879,EQ_00644,2026-03-23,Preventive,Engine,Low,2.3,7665.11,2897
M_001880,EQ_00644,2025-01-26,Preventive,Scheduled Service,Low,10.9,36168.12,1652
M_001881,EQ_00645,2026-04-16,Corrective,Scheduled Service,Low,11.9,35118.12,9633
M_001882,EQ_00645,2024-01-23,Preventive,Electrical,Medium,3.8,10694.47,10173
M_001883,EQ_00645,2024-04-12,Corrective,Tires/Tracks,Medium,6.2,25541.79,8496
M_001884,EQ_00645,2025-06-18,Preventive,Scheduled Service,Low,6.3,14214.52,9037
M_001885,EQ_00645,2026-06-20,Preventive,Tires/Tracks,Low,13.2,51684.53,9109
M_001886,EQ_00646,2025-02-09,Preventive,Electrical,Medium,20.4,62162.38,10540
M_001887,EQ_00646,2026-01-15,Corrective,Engine,Low,12.6,32262.14,11564
M_001888,EQ_00646,2026-04-30,Corrective,Tires/Tracks,Low,9.3,22570.7,11281
M_001889,EQ_00646,2024-02-24,Preventive,Tires/Tracks,Low,4.8,9106.3,9575
M_001890,EQ_00647,2024-11-14,Preventive,Hydraulic,Low,26.5,45415.22,2580
M_001891,EQ_00647,2024-08-11,Corrective,Tires/Tracks,Medium,2.9,3485.93,4291
M_001892,EQ_00647,2024-11-13,Corrective,Engine,Low,10.0,19021.18,4248
M_001893,EQ_00648,2026-06-11,Corrective,Tires/Tracks,Low,5.4,21635.64,4097
M_001894,EQ_00648,2024-03-15,Corrective,Tires/Tracks,Low,39.8,126947.7,4741
M_001895,EQ_00649,2024-11-28,Preventive,Scheduled Service,Low,2.2,8252.64,4656
M_001896,EQ_00649,2026-01-19,Corrective,Hydraulic,Low,7.8,28856.22,3785
M_001897,EQ_00649,2026-01-20,Corrective,Engine,Medium,3.1,7261.34,4759
M_001898,EQ_00650,2024-01-29,Preventive,Tires/Tracks,Medium,5.7,20798.17,4440
M_001899,EQ_00650,2025-03-03,Preventive,Hydraulic,Medium,7.1,19142.02,5248
M_001900,EQ_00650,2025-03-21,Preventive,Electrical,Medium,14.3,20325.53,4495
M_001901,EQ_00650,2026-01-14,Corrective,Engine,Low,2.3,3539.05,3676
M_001902,EQ_00651,2025-07-04,Corrective,Electrical,Medium,9.6,13029.76,8670
M_001903,EQ_00651,2025-07-23,Corrective,Tires/Tracks,High,14.4,58182.93,8231
M_001904,EQ_00651,2026-04-03,Corrective,Hydraulic,Low,7.2,21885.21,8550
M_001905,EQ_00652,2024-03-23,Corrective,Electrical,Low,9.1,39866.71,10134
M_001906,EQ_00652,2024-08-21,Preventive,Hydraulic,Low,4.2,16599.33,11319
M_001907,EQ_00653,2025-06-29,Corrective,Scheduled Service,Medium,2.3,6660.09,6133
M_001908,EQ_00653,2025-04-29,Corrective,Electrical,High,18.0,49542.14,6580
M_001909,EQ_00654,2024-11-04,Preventive,Engine,Low,12.7,37662.6,6937
M_001910,EQ_00654,2024-11-11,Preventive,Engine,Low,4.8,15775.64,7149
M_001911,EQ_00654,2024-05-21,Corrective,Engine,Low,12.9,57800.11,6910
M_001912,EQ_00654,2025-06-25,Corrective,Engine,Low,0.5,861.31,6307
M_001913,EQ_00655,2024-03-30,Corrective,Electrical,Low,3.6,9512.84,4963
M_001914,EQ_00655,2026-06-19,Corrective,Engine,Medium,9.5,25909.62,5535
M_001915,EQ_00656,2025-08-17,Corrective,Hydraulic,Medium,9.2,18098.1,18488
M_001916,EQ_00656,2025-04-16,Corrective,Tires/Tracks,Medium,27.2,83164.62,17045
M_001917,EQ_00657,2025-02-22,Preventive,Tires/Tracks,Medium,6.8,30035.07,4331
M_001918,EQ_00657,2024-02-24,Preventive,Scheduled Service,Medium,7.2,27650.87,4372
M_001919,EQ_00657,2024-02-17,Preventive,Tires/Tracks,Medium,6.1,25360.31,4667
M_001920,EQ_00658,2024-06-19,Corrective,Electrical,Medium,17.1,24592.11,20463
M_001921,EQ_00659,2025-08-10,Corrective,Tires/Tracks,Medium,8.7,32394.89,12845
M_001922,EQ_00659,2026-05-05,Corrective,Hydraulic,High,13.1,55213.09,11987
M_001923,EQ_00660,2025-04-17,Preventive,Scheduled Service,Low,15.1,63755.92,18682
M_001924,EQ_00660,2026-07-18,Preventive,Scheduled Service,Low,1.6,4755.54,17524
M_001925,EQ_00660,2026-01-16,Preventive,Engine,High,6.6,17406.68,16967
M_001926,EQ_00660,2026-05-14,Preventive,Tires/Tracks,Medium,9.8,27628.25,18427
M_001927,EQ_00661,2024-05-24,Preventive,Tires/Tracks,Medium,14.8,64305.51,13958
M_001928,EQ_00662,2024-10-17,Preventive,Tires/Tracks,Low,2.3,3788.87,7154
M_001929,EQ_00662,2025-10-17,Preventive,Scheduled Service,Medium,27.9,72505.41,6035
M_001930,EQ_00662,2026-07-23,Corrective,Tires/Tracks,Medium,5.6,8672.58,7211
M_001931,EQ_00662,2025-06-14,Corrective,Scheduled Service,Low,4.8,18524.72,6697
M_001932,EQ_00662,2024-01-20,Preventive,Tires/Tracks,Medium,6.1,14215.9,6723
M_001933,EQ_00663,2025-10-23,Corrective,Electrical,Low,18.8,38785.46,12734
M_001934,EQ_00663,2024-03-04,Corrective,Tires/Tracks,Low,3.5,8420.81,13248
M_001935,EQ_00663,2025-03-30,Corrective,Scheduled Service,Low,12.0,29022.57,13536
M_001936,EQ_00663,2025-11-15,Corrective,Scheduled Service,Medium,8.1,19844.35,13224
M_001937,EQ_00664,2025-12-12,Corrective,Tires/Tracks,Medium,4.9,8968.68,7269
M_001938,EQ_00664,2025-06-04,Preventive,Engine,Medium,18.7,64863.47,6391
M_001939,EQ_00664,2024-11-18,Corrective,Scheduled Service,Medium,10.1,40352.15,5563
M_001940,EQ_00664,2024-04-02,Preventive,Electrical,Medium,5.6,17104.0,6275
M_001941,EQ_00664,2025-05-21,Preventive,Tires/Tracks,Low,30.0,64812.5,6982
M_001942,EQ_00665,2025-05-25,Corrective,Tires/Tracks,Low,9.7,28598.79,3695
M_001943,EQ_00665,2025-07-17,Corrective,Hydraulic,Low,2.8,8273.51,2644
M_001944,EQ_00665,2024-04-25,Preventive,Scheduled Service,Low,18.9,38117.58,4004
M_001945,EQ_00666,2025-08-07,Preventive,Scheduled Service,Medium,10.6,18017.17,6086
M_001946,EQ_00666,2025-05-15,Preventive,Tires/Tracks,Low,16.8,37909.01,5833
M_001947,EQ_00667,2026-05-13,Preventive,Engine,Low,9.1,26367.57,6154
M_001948,EQ_00668,2026-05-30,Corrective,Scheduled Service,Low,5.9,11311.22,2853
M_001949,EQ_00668,2024-10-31,Preventive,Engine,Medium,9.9,43219.94,2983
M_001950,EQ_00668,2024-02-17,Preventive,Tires/Tracks,Low,15.3,56459.74,3080
M_001951,EQ_00669,2024-11-12,Corrective,Tires/Tracks,Medium,5.7,9202.88,1655
M_001952,EQ_00669,2025-07-31,Preventive,Hydraulic,Medium,19.2,75444.38,560
M_001953,EQ_00669,2025-05-02,Corrective,Hydraulic,High,32.4,142988.8,1281
M_001954,EQ_00669,2024-11-17,Preventive,Tires/Tracks,Low,6.7,24626.36,1780
M_001955,EQ_00670,2025-08-27,Preventive,Hydraulic,Medium,9.8,40402.88,21504
M_001956,EQ_00670,2026-05-06,Preventive,Electrical,Low,16.8,68743.44,20552
M_001957,EQ_00670,2026-03-21,Corrective,Electrical,High,13.2,53460.44,21693
M_001958,EQ_00670,2025-08-10,Preventive,Electrical,Medium,9.3,13441.27,21121
M_001959,EQ_00671,2025-02-04,Corrective,Engine,Low,27.9,66799.68,11358
M_001960,EQ_00671,2024-10-25,Preventive,Electrical,Medium,4.2,6285.29,11031
M_001961,EQ_00671,2025-12-04,Corrective,Electrical,Low,10.4,22134.61,12270
M_001962,EQ_00671,2024-02-07,Preventive,Tires/Tracks,Medium,13.9,52764.08,10921
M_001963,EQ_00672,2026-08-07,Preventive,Tires/Tracks,Medium,8.0,13267.44,10030
M_001964,EQ_00672,2024-05-24,Corrective,Hydraulic,High,3.1,9775.09,9408
M_001965,EQ_00672,2025-01-05,Preventive,Engine,Low,3.5,13817.08,9644
M_001966,EQ_00673,2025-04-25,Preventive,Scheduled Service,Medium,9.2,22940.67,20474
M_001967,EQ_00674,2025-08-07,Preventive,Tires/Tracks,Medium,9.7,27332.53,5247
M_001968,EQ_00675,2026-02-08,Corrective,Hydraulic,Low,2.2,3062.56,9849
M_001969,EQ_00675,2024-03-09,Preventive,Engine,Medium,4.6,12871.12,8950
M_001970,EQ_00675,2025-02-19,Preventive,Engine,Medium,8.0,10209.27,8779
M_001971,EQ_00675,2025-11-02,Preventive,Tires/Tracks,Medium,10.4,13644.59,9873
M_001972,EQ_00676,2024-02-25,Preventive,Scheduled Service,Low,14.1,22132.88,18493
M_001973,EQ_00677,2025-10-26,Preventive,Electrical,Low,14.1,41046.21,14405
M_001974,EQ_00677,2025-04-23,Preventive,Hydraulic,Low,18.9,71288.15,13159
M_001975,EQ_00677,2026-02-01,Preventive,Hydraulic,High,8.8,16099.19,14175
M_001976,EQ_00677,2026-01-27,Preventive,Scheduled Service,Low,14.5,20003.3,14906
M_001977,EQ_00678,2025-04-22,Preventive,Tires/Tracks,High,17.1,36408.32,9860
M_001978,EQ_00678,2025-07-27,Preventive,Electrical,Medium,7.3,28144.69,8646
M_001979,EQ_00678,2026-02-27,Corrective,Tires/Tracks,Low,6.2,15107.05,9288
M_001980,EQ_00678,2025-07-04,Preventive,Scheduled Service,Low,2.7,8274.01,8661
M_001981,EQ_00679,2025-01-15,Corrective,Tires/Tracks,Medium,8.8,16846.16,6172
M_001982,EQ_00679,2025-02-03,Preventive,Hydraulic,Medium,14.9,47623.29,5322
M_001983,EQ_00679,2024-02-18,Corrective,Electrical,Low,17.2,61694.57,5138
M_001984,EQ_00680,2024-05-25,Preventive,Hydraulic,Low,9.9,19610.72,800
M_001985,EQ_00681,2024-07-04,Preventive,Electrical,Medium,9.4,13485.8,1771
M_001986,EQ_00681,2025-07-22,Preventive,Engine,Medium,9.4,37522.14,2418
M_001987,EQ_00682,2025-06-03,Preventive,Engine,Medium,20.1,80277.82,2991
M_001988,EQ_00682,2025-07-02,Preventive,Engine,Medium,19.7,67547.72,4685
M_001989,EQ_00682,2026-02-20,Preventive,Scheduled Service,Medium,7.5,25599.38,4900
M_001990,EQ_00682,2025-07-06,Preventive,Tires/Tracks,Medium,14.2,54025.26,3963
M_001991,EQ_00682,2025-03-13,Preventive,Hydraulic,Medium,22.2,73090.98,3339
M_001992,EQ_00683,2026-02-01,Preventive,Scheduled Service,Medium,8.9,39810.3,18295
M_001993,EQ_00683,2024-09-03,Preventive,Hydraulic,Medium,1.3,4172.35,17928
M_001994,EQ_00683,2024-08-09,Preventive,Tires/Tracks,Medium,7.5,25924.64,17883
M_001995,EQ_00684,2025-05-22,Preventive,Scheduled Service,Low,8.6,18882.48,14373
M_001996,EQ_00685,2026-06-08,Corrective,Engine,High,20.4,39345.04,8974
M_001997,EQ_00685,2025-01-15,Preventive,Tires/Tracks,Low,12.2,25689.79,9855
M_001998,EQ_00686,2025-03-20,Preventive,Electrical,High,3.8,11023.29,17775
M_001999,EQ_00686,2026-08-17,Preventive,Hydraulic,Medium,3.6,12898.57,16438
M_002000,EQ_00686,2025-05-23,Preventive,Engine,High,36.9,162630.72,17883
M_002001,EQ_00687,2024-12-04,Preventive,Engine,Medium,11.7,19288.72,4098
M_002002,EQ_00687,2024-12-10,Corrective,Tires/Tracks,High,3.6,5071.11,4594
M_002003,EQ_00687,2024-06-21,Preventive,Engine,Medium,12.0,28331.79,4544
M_002004,EQ_00687,2026-01-11,Preventive,Engine,Low,23.4,99042.5,4870
M_002005,EQ_00688,2025-01-25,Corrective,Engine,Medium,8.6,26091.43,4573
M_002006,EQ_00688,2025-04-13,Preventive,Scheduled Service,Low,12.8,16398.73,5145
M_002007,EQ_00688,2024-06-18,Preventive,Electrical,Low,14.1,24814.85,5919
M_002008,EQ_00689,2026-04-11,Preventive,Hydraulic,Medium,16.9,58011.2,8126
M_002009,EQ_00689,2024-07-27,Corrective,Engine,Low,13.9,26182.79,8760
M_002010,EQ_00689,2025-05-07,Preventive,Engine,Medium,4.6,12750.36,9219
M_002011,EQ_00689,2024-06-02,Preventive,Electrical,Medium,8.8,17437.18,9575
M_002012,EQ_00689,2025-04-13,Corrective,Hydraulic,Low,9.5,16696.02,9624
M_002013,EQ_00690,2025-07-20,Corrective,Engine,Low,19.8,88503.12,20046
M_002014,EQ_00691,2024-05-01,Preventive,Scheduled Service,High,6.6,15929.66,13573
M_002015,EQ_00692,2025-09-13,Corrective,Tires/Tracks,Medium,12.1,53724.13,18373
M_002016,EQ_00693,2026-02-24,Preventive,Scheduled Service,Medium,6.6,27844.57,4983
M_002017,EQ_00694,2025-05-01,Corrective,Engine,Medium,8.5,37547.65,18677
M_002018,EQ_00694,2026-05-13,Preventive,Tires/Tracks,Low,25.6,63296.72,19711
M_002019,EQ_00694,2024-10-28,Preventive,Hydraulic,Low,26.4,82260.41,19628
M_002020,EQ_00695,2025-09-02,Corrective,Engine,High,30.0,77401.87,2657
M_002021,EQ_00695,2026-05-28,Corrective,Hydraulic,High,29.9,115648.43,1069
M_002022,EQ_00695,2025-11-10,Preventive,Tires/Tracks,Medium,10.1,42130.84,2098
M_002023,EQ_00696,2024-03-14,Preventive,Tires/Tracks,Low,3.7,6740.62,4731
M_002024,EQ_00696,2024-12-28,Corrective,Scheduled Service,High,9.8,32806.55,6203
M_002025,EQ_00696,2025-09-16,Preventive,Tires/Tracks,Medium,2.2,7359.39,4766
M_002026,EQ_00696,2025-07-18,Preventive,Electrical,Low,12.4,40957.66,4657
M_002027,EQ_00697,2026-01-09,Preventive,Hydraulic,Low,3.5,12738.1,11612
M_002028,EQ_00697,2026-08-06,Preventive,Electrical,Low,8.4,34392.83,11673
M_002029,EQ_00697,2026-06-05,Preventive,Scheduled Service,Low,7.7,32115.75,12073
M_002030,EQ_00697,2026-03-23,Corrective,Hydraulic,Medium,4.6,16004.34,11595
M_002031,EQ_00697,2024-12-05,Corrective,Engine,Low,11.5,37522.8,11870
M_002032,EQ_00698,2024-12-22,Corrective,Scheduled Service,Low,6.1,19183.26,710
M_002033,EQ_00698,2026-01-05,Corrective,Scheduled Service,High,8.5,35865.29,912
M_002034,EQ_00698,2025-05-28,Preventive,Electrical,Low,11.9,37081.45,1467
M_002035,EQ_00698,2024-10-15,Corrective,Hydraulic,Low,12.8,37966.28,2413
M_002036,EQ_00699,2025-05-30,Preventive,Scheduled Service,Low,4.8,11547.07,18195
M_002037,EQ_00699,2024-10-06,Corrective,Engine,Low,33.5,79089.85,19155
M_002038,EQ_00700,2026-02-09,Preventive,Engine,Medium,8.4,30624.02,18985
M_002039,EQ_00700,2025-04-02,Corrective,Tires/Tracks,Low,10.0,21034.39,19954
M_002040,EQ_00700,2025-11-03,Preventive,Hydraulic,High,25.6,62562.08,18858
M_002041,EQ_00700,2024-05-31,Preventive,Electrical,Low,16.9,36334.67,19827
M_002042,EQ_00701,2026-01-24,Preventive,Scheduled Service,Medium,14.3,52940.07,11186
M_002043,EQ_00701,2024-09-18,Preventive,Scheduled Service,Low,12.1,30732.99,12886
M_002044,EQ_00701,2024-03-24,Preventive,Engine,High,16.8,48816.24,11926
M_002045,EQ_00702,2024-06-01,Preventive,Tires/Tracks,Low,4.5,10463.47,6945
M_002046,EQ_00702,2025-08-07,Preventive,Scheduled Service,Medium,12.6,29090.67,6518
M_002047,EQ_00702,2024-11-01,Corrective,Scheduled Service,Medium,25.4,44109.31,6491
M_002048,EQ_00703,2026-02-22,Preventive,Electrical,Low,12.1,21434.13,2112
M_002049,EQ_00703,2024-12-29,Preventive,Hydraulic,High,14.2,53969.93,2516
M_002050,EQ_00704,2025-08-14,Preventive,Electrical,Medium,10.9,20788.86,14454
M_002051,EQ_00704,2025-06-10,Preventive,Tires/Tracks,Medium,3.9,7866.12,14208
M_002052,EQ_00705,2026-05-24,Corrective,Hydraulic,Low,15.5,60819.15,11831
M_002053,EQ_00706,2025-09-30,Corrective,Engine,Low,5.6,10690.17,16695
M_002054,EQ_00706,2024-12-17,Preventive,Engine,Medium,5.4,19278.49,16726
M_002055,EQ_00707,2026-03-27,Preventive,Engine,High,19.1,69691.01,12990
M_002056,EQ_00707,2024-12-17,Preventive,Tires/Tracks,Medium,10.0,43511.05,12723
M_002057,EQ_00707,2025-12-18,Preventive,Engine,Medium,9.0,25332.37,14004
M_002058,EQ_00707,2024-10-05,Preventive,Tires/Tracks,Low,0.4,920.34,13553
M_002059,EQ_00708,2025-02-13,Preventive,Tires/Tracks,Medium,5.4,24033.18,3387
M_002060,EQ_00709,2025-05-29,Preventive,Hydraulic,Low,9.2,27232.98,2374
M_002061,EQ_00709,2026-02-04,Preventive,Engine,Low,4.1,11926.69,2594
M_002062,EQ_00709,2025-10-02,Preventive,Scheduled Service,Medium,8.4,18649.22,3156
M_002063,EQ_00710,2025-02-15,Corrective,Engine,Medium,14.4,40556.04,17146
M_002064,EQ_00710,2024-10-13,Preventive,Scheduled Service,High,21.7,41434.74,16537
M_002065,EQ_00711,2024-05-21,Preventive,Electrical,Low,3.2,12039.14,3327
M_002066,EQ_00711,2026-06-25,Preventive,Engine,Low,13.1,39854.98,4852
M_002067,EQ_00712,2025-04-09,Preventive,Electrical,Medium,9.6,11929.55,21446
M_002068,EQ_00712,2026-01-20,Preventive,Tires/Tracks,Medium,2.4,5722.41,20687
M_002069,EQ_00712,2024-12-14,Corrective,Engine,Medium,5.4,15818.7,20172
M_002070,EQ_00713,2024-06-17,Corrective,Hydraulic,Medium,26.3,94082.44,3541
M_002071,EQ_00713,2024-02-01,Preventive,Engine,Low,6.8,30483.12,3706
M_002072,EQ_00713,2025-12-07,Preventive,Engine,High,18.4,79490.22,3093
M_002073,EQ_00714,2026-02-09,Preventive,Hydraulic,Medium,15.9,29790.75,16477
M_002074,EQ_00714,2025-06-28,Corrective,Engine,Low,6.9,23033.42,15782
M_002075,EQ_00714,2025-06-09,Corrective,Tires/Tracks,Low,20.8,51449.56,15990
M_002076,EQ_00715,2024-06-28,Preventive,Hydraulic,Medium,15.4,31469.56,21724
M_002077,EQ_00715,2024-01-14,Corrective,Electrical,Medium,3.5,9728.53,21403
M_002078,EQ_00715,2026-01-14,Preventive,Hydraulic,Medium,4.7,6434.08,22178
M_002079,EQ_00715,2026-04-26,Preventive,Hydraulic,High,42.2,111830.97,22440
M_002080,EQ_00716,2025-10-24,Preventive,Tires/Tracks,High,10.3,42735.1,10354
M_002081,EQ_00716,2025-12-10,Preventive,Tires/Tracks,High,16.4,24875.3,9348
M_002082,EQ_00717,2024-06-15,Corrective,Scheduled Service,High,10.7,44430.69,1311
M_002083,EQ_00717,2024-05-15,Preventive,Scheduled Service,Low,17.8,77999.2,918
M_002084,EQ_00717,2025-08-27,Preventive,Tires/Tracks,Low,1.0,1568.36,1758
M_002085,EQ_00717,2026-06-13,Preventive,Engine,Medium,7.7,31515.06,1691
M_002086,EQ_00718,2024-11-06,Preventive,Scheduled Service,High,32.6,64932.32,19509
M_002087,EQ_00718,2024-07-18,Corrective,Engine,Medium,10.1,34649.0,19329
M_002088,EQ_00718,2026-03-17,Preventive,Hydraulic,Low,14.7,35666.87,18758
M_002089,EQ_00718,2025-09-25,Preventive,Engine,High,63.3,275884.51,20307
M_002090,EQ_00719,2024-12-31,Preventive,Scheduled Service,Low,15.5,66081.3,3766
M_002091,EQ_00719,2025-05-16,Corrective,Tires/Tracks,High,38.8,68688.35,4784
M_002092,EQ_00719,2025-05-29,Preventive,Engine,Low,45.3,160040.09,4490
M_002093,EQ_00719,2025-08-28,Preventive,Electrical,Medium,7.2,24992.85,3799
M_002094,EQ_00720,2024-03-18,Corrective,Electrical,Medium,2.2,6409.83,10975
M_002095,EQ_00720,2024-02-29,Preventive,Engine,Medium,0.6,1094.98,11576
M_002096,EQ_00720,2024-10-19,Preventive,Engine,Medium,5.0,10577.11,12754
M_002097,EQ_00720,2024-02-05,Preventive,Electrical,High,21.8,66084.04,11978
M_002098,EQ_00721,2024-02-24,Corrective,Hydraulic,Medium,6.0,7779.37,21402
M_002099,EQ_00721,2025-02-16,Preventive,Hydraulic,Medium,4.4,10950.81,21283
M_002100,EQ_00721,2024-07-01,Preventive,Tires/Tracks,Low,9.5,11914.0,21214
M_002101,EQ_00722,2025-12-07,Corrective,Engine,High,6.8,30139.38,16631
M_002102,EQ_00722,2024-08-21,Corrective,Hydraulic,Low,11.1,16092.65,17489
M_002103,EQ_00722,2026-04-09,Preventive,Tires/Tracks,Low,5.4,24252.02,17184
M_002104,EQ_00722,2025-04-15,Corrective,Engine,Medium,2.5,7905.68,16000
M_002105,EQ_00723,2024-10-02,Corrective,Hydraulic,Low,19.3,80017.59,1189
M_002106,EQ_00723,2026-04-09,Preventive,Tires/Tracks,Low,8.3,10422.74,2306
M_002107,EQ_00723,2025-01-03,Corrective,Electrical,Low,2.2,8577.13,1024
M_002108,EQ_00724,2024-03-17,Preventive,Electrical,Medium,4.4,7779.27,18918
M_002109,EQ_00724,2024-08-15,Preventive,Hydraulic,Low,16.3,55867.18,18054
M_002110,EQ_00725,2025-09-06,Preventive,Hydraulic,Medium,7.1,21374.4,4488
M_002111,EQ_00725,2025-01-30,Corrective,Electrical,Medium,10.8,36096.11,3432
M_002112,EQ_00725,2024-01-02,Preventive,Tires/Tracks,Low,15.0,38494.12,3069
M_002113,EQ_00726,2024-05-12,Corrective,Engine,Medium,7.2,26260.95,16627
M_002114,EQ_00727,2024-04-18,Preventive,Electrical,Low,1.8,4445.96,14290
M_002115,EQ_00728,2025-09-24,Preventive,Tires/Tracks,Low,17.8,77512.07,7492
M_002116,EQ_00728,2025-07-12,Corrective,Hydraulic,Medium,15.2,32224.83,5711
M_002117,EQ_00729,2026-02-04,Preventive,Hydraulic,Medium,7.5,27710.7,10093
M_002118,EQ_00729,2025-04-02,Preventive,Engine,Medium,3.8,8298.17,9671
M_002119,EQ_00729,2024-05-23,Preventive,Hydraulic,Medium,3.3,13773.1,10290
M_002120,EQ_00730,2024-04-30,Preventive,Scheduled Service,Low,3.6,15915.5,2262
M_002121,EQ_00730,2026-06-07,Preventive,Electrical,Low,27.0,57986.06,2735
